"cdscode","schedule","district.x","school.x","days1","days2","days3","days4","days5","sum","tkd","kd","first","second","third","fourth","fifth","sixth","tkrec1","krec1","onerec1","tworec1","threerec1","fourrec1","fiverec1","sixrec1","tklunch","klunch","onelunch","twolunch","threelunch","fourlunch","fivelunch","sixlunch","tkrec2","krec2","onerec2","tworec2","threerec2","fourre2","fiverec2","sixrec2","Low Grade","High Grade","Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","afriameri","native","asian","filipino","hispanic","notreport","pacisland","multiracial","white","male","female","nonbinary","ell","disability","socioeco","migrant","foster","homeless"
33670336112957,"early release","corona-norcounified","susanb.anthonyelementary","weds",NA,NA,NA,NA,1,"8:45-11:40","8:45-13:42","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","10:30-10:45","10:00-10:!5","10:00-10:15","10:00-10:15","10:00-10:15","10:20-10:30","10:20-10:30","10:20-10:30",NA,"11:00-11:45","11:30-12:15","12:05-12:50","12:05-12:50","12:05-12:50","12:40-13:25","12:40-13:25",NA,NA,"13:30-13:45","13:30-13:45","13:30-13:45",NA,NA,NA,"K","6",822,252,"30.7%",449,"54.6%",783,241,"30.8%",432,"55.2%",40,NA,176,15,315,21,NA,28,246,436,415,NA,88,151,483,NA,NA,NA
33670336114151,"regular","corona-norcounified","cesarchavezacademy","mon"," tues"," thurs"," fri",NA,4,"8:00-11:45","8:00-13:57","8:00-14:12","8:00-14:12","8:00-14:12","8:00-14:12","8:00-14:12","8:00-14:12","10:30-10:45","9:20-9:35","9:40-9:55","9:40-9:55","9:40-9:55","10:00-10:15","10:00-10:15","10:00-10:15",NA,"10:50-11:35","11:00-11:45","11:00-11:45","11:00-11:45","11:30-12:10","11:30-12:10","11:30-12:10",NA,"13:00-13:15","13:00-13:15","13:00-13:15","13:00-13:15",NA,NA,NA,"K","8",1024,567,"55.4%",793,"77.4%",1006,557,"55.4%",779,"77.4%",23,NA,42,33,755,12,NA,15,186,568,504,NA,220,146,839,NA,14,14
33670336114151,"early release","corona-norcounified","cesarchavezacademy","weds",NA,NA,NA,NA,1,"8:00-10:55","8:00-12:57","8:00-13:12","8:00-13:12","8:00-13:12","8:00-13:12","8:00-13:12","8:00-13:12","10:30-10:45","9:20-9:35","9:40-9:55","9:40-9:55","9:40-9:55","10:00-10:15","10:00-10:15","10:00-10:15",NA,"10:50-11:35","11:00-11:45","11:00-11:45","11:00-11:45","11:30-12:10","11:30-12:10","11:30-12:10",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",1024,567,"55.4%",793,"77.4%",1006,557,"55.4%",779,"77.4%",23,NA,42,33,755,12,NA,15,186,568,504,NA,220,146,839,NA,14,14
33670336116404,"regular","corona-norcounified","benjaminfranklinelementary","mon"," tues"," thurs"," fri",NA,4,"8:45-12:30","8:45-14:42","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","11:10-11:30","10:30-10:45","10:45-11:00","10:45-11:00","10:45-11:00","11:05-11:15","11:05-11:15","11:05-11:15",NA,"11:45-12:30","11:30-12:15","11:30-12:15","12:05-12:50","12:05-12:50","12:40-13:25","12:40-13:25",NA,"13:30-13:45","13:30-13:45","13:30-13:45","13:30-13:45",NA,NA,NA,"K","6",673,341,"50.7%",472,"70.1%",644,330,"51.2%",453,"70.3%",27,NA,66,NA,346,20,NA,19,221,360,352,NA,106,156,519,NA,NA,NA
33670336116404,"early release","corona-norcounified","benjaminfranklinelementary","weds",NA,NA,NA,NA,1,"8:45-11:40","8:45-13:42","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","11:10-11:30","10:30-10:45","10:45-11:00","10:45-11:00","10:45-11:00","11:05-11:15","11:05-11:15","11:05-11:15",NA,"11:45-12:30","11:30-12:15","11:30-12:15","12:05-12:50","12:05-12:50","12:40-13:25","12:40-13:25",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",673,341,"50.7%",472,"70.1%",644,330,"51.2%",453,"70.3%",27,NA,66,NA,346,20,NA,19,221,360,352,NA,106,156,519,NA,NA,NA
33670336117998,"regular","corona-norcounified","woodrowwilsonelementary","mon"," tues"," thurs"," fri",NA,4,"8:45-12:30","8:45-14:42","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","10:55-11:10","10:15-10:30","10:30-10:45","10:30-10:45","10:50-11:05","10:50-11:05","11:10-11:25","11:10-11:25",NA,"11:15-12:00","11:25-12:10","11:25-12:10","12:10-12:55","12:15-12:55","12:55-13:35","12:55-13:35",NA,"13:15-13:30","13:40-13:55","13:40-13:55","13:40-13:55",NA,NA,NA,"K","6",696,284,"40.8%",444,"63.8%",660,273,"41.4%",425,"64.4%",39,NA,79,15,339,18,NA,28,224,376,367,NA,82,179,475,NA,NA,NA
33670336117998,"early release","corona-norcounified","woodrowwilsonelementary","weds",NA,NA,NA,NA,1,"8:45-11:40","8:45-13:42","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","10:55-11:10","10:15-10:30","10:30-10:45","10:30-10:45","10:50-11:05","10:50-11:05","11:10-11:25","11:10-11:25",NA,"11:15-12:00","11:25-12:10","11:25-12:10","12:10-12:55","12:15-12:55","12:55-13:35","12:55-13:35",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",696,284,"40.8%",444,"63.8%",660,273,"41.4%",425,"64.4%",39,NA,79,15,339,18,NA,28,224,376,367,NA,82,179,475,NA,NA,NA
33670336120364,"regular","corona-norcounified","coronaranchelementary","mon"," tues"," thurs"," fri",NA,4,"7:45-11:32","7:45-13:42","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","10:00-10:20","9:15-9:30","10:15-10:30","10:15-10:30","10:15-10:30",NA,NA,NA,NA,"10:45-11:30","11:45-12:45","11:45-12:45","11:10-12:10","11:15-12:10","10:45-11:40","10:45-11:40",NA,"12:10-12:25",NA,NA,NA,NA,NA,NA,"K","6",769,432,"56.2%",612,"79.6%",743,419,"56.4%",592,"79.7%",28,NA,78,17,493,12,NA,18,159,396,412,NA,183,140,651,NA,NA,NA
33670336120364,"early release","corona-norcounified","coronaranchelementary","weds",NA,NA,NA,NA,1,"7:45-10:32","7:45-12:42","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","10:05-10:25","9:15-9:30","10:15-10:30","10:15-10:30","10:15-10:30",NA,NA,NA,NA,"10:45-11:30","11:45-12:45","11:45-12:45","11:10-12:10","11:15-12:10","10:45-11:40","10:45-11:40",NA,"12:10-12:25",NA,NA,NA,NA,NA,NA,"K","6",769,432,"56.2%",612,"79.6%",743,419,"56.4%",592,"79.7%",28,NA,78,17,493,12,NA,18,159,396,412,NA,183,140,651,NA,NA,NA
33670336120372,"regular","corona-norcounified","orangeelementary","mon"," tues"," thurs"," fri",NA,4,"7:45-11:30","7:45-13:42","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","9:15-9:30","9:30-9:45","9:50-10:05","9:50-10:05","9:50-10:05","10:10-10:20","10:10-10:20","10:10-10:20",NA,"11:15-12:00","11:05-11:50","11:05-11:50","11:25-12:10","11:25-12:10","11:45-12:30","12:00-12:45",NA,"12:45-13:00","13:00-13:15","13:00-13:15","13:00-13:15",NA,NA,NA,"K","6",746,329,"44.1%",471,"63.1%",704,309,"43.9%",445,"63.2%",32,NA,64,14,381,24,NA,33,255,399,408,NA,93,180,535,NA,16,12
33670336120372,"early release","corona-norcounified","orangeelementary","weds",NA,NA,NA,NA,1,"7:45-10:40","7:45-12:42","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","9:15-9:30","9:30-9:45","9:50-10:05","9:50-10:05","9:50-10:05","10:10-10:20","10:10-10:20","10:10-10:20",NA,"11:15-12:00","11:05-11:50","11:05-11:50","11:25-12:10","11:25-12:10","11:45-12:30","12:00-12:45",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",746,329,"44.1%",471,"63.1%",704,309,"43.9%",445,"63.2%",32,NA,64,14,381,24,NA,33,255,399,408,NA,93,180,535,NA,16,12
45699550111393,"regular","cottonwoodunionelementary","northcottonwood",NA,NA,NA,NA,NA,0,"8:00-14:00","8:00-14:00","8:00-14:15","8:00-14:15","8:00-14:15","8:00-14:15","8:00-14:15","8:00-14:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","4",498,202,"40.6%",219,"44.0%",462,191,"41.3%",207,"44.8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45699550111393,"early release","cottonwoodunionelementary","northcottonwood",NA,NA,NA,NA,NA,0,"8:00-13:00","8:00-13:00","8:00-13:15","8:00-13:15","8:00-13:15","8:00-13:15","8:00-13:15","8:00-13:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","4",498,202,"40.6%",219,"44.0%",462,191,"41.3%",207,"44.8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19644360140525,"regular","covina-valleyunified","covina-valleylearningoptionsacademy",NA,NA,NA,NA,NA,0,NA,"8:30-14:30","8:30-14:30","8:30-14:30","8:30-14:30","8:30-14:30","8:30-14:30","8:30-14:30",NA,"10:00-10:30","10:00-10:30","10:00-10:30","10:00-10:30","10:00-10:30","10:30-10:45","10:30-10:45",NA,"12:00-12:35","12:00-12:35","12:00-12:35","12:00-12:35","12:00-12:35","12:00-12:35","12:00-12:35",NA,NA,NA,NA,NA,NA,NA,NA,"K","12",57,39,"68.4%",52,"91.2%",56,39,"69.6%",51,"91.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19644366012439,"regular","covina-valleyunified","barrancaelementary","mon"," weds"," thurs"," fri",NA,4,"8:10-13:00","8:10-13:00","8:10-14:35","8:10-14:35","8:10-14:35","8:10-14:35","8:10-14:35",NA,"9:30-9:45","9:30-9:45","9:45-10:00","10:15-10:30","10:00-10:15","10:15-10:30","10:00-10:15",NA,"11:00-11:35","11:15-11:40","11:30-12:15","11:45-12:30","12:00-12:45","12:25-13:00","12:10-12:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",529,314,"59.4%",399,"75.4%",481,287,"59.7%",362,"75.3%",29,NA,33,22,441,NA,NA,23,31,329,264,NA,52,119,453,NA,NA,41
19644366012439,"early release","covina-valleyunified","barrancaelementary","tues",NA,NA,NA,NA,1,"8:10-12:10","8:10-12:10","8:10-12:10","8:10-12:10","8:10-12:10","8:10-12:10","8:10-12:10",NA,"9:30-9:45","9:30-9:45","9:45-10:00","10:15-10:30","10:00-10:15","10:15-10:30","10:00-10:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",529,314,"59.4%",399,"75.4%",481,287,"59.7%",362,"75.3%",29,NA,33,22,441,NA,NA,23,31,329,264,NA,52,119,453,NA,NA,41
19644366012447,"regular","covina-valleyunified","benlomondelementary","mon"," weds"," thurs"," fri",NA,4,"8:15-13:00","8:15-13:00","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35",NA,"9:00-10:00","10:00-10:15","10:20-10:35","10:20-10:35","10:20-10:35","10:40-10:55","10:40-10:55",NA,"11:00-11:35","11:15-11:50","11:40-12:25","11:45-12:30","11:45-12:30","12:15-12:50","12:15-12:50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",506,302,"59.7%",380,"75.1%",469,277,"59.1%",352,"75.1%",25,NA,17,21,439,NA,NA,NA,24,264,275,NA,80,143,410,NA,NA,17
19644366012447,"early release","covina-valleyunified","benlomondelementary","tues",NA,NA,NA,NA,1,"8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10",NA,"9:00-10:00","10:00-10:15","10:20-10:35","10:20-10:35","10:20-10:35","10:40-10:55","10:40-10:55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",506,302,"59.7%",380,"75.1%",469,277,"59.1%",352,"75.1%",25,NA,17,21,439,NA,NA,NA,24,264,275,NA,80,143,410,NA,NA,17
19644366012512,"regular","covina-valleyunified","grovecenterelementary","mon"," weds"," thurs"," fri",NA,4,"8:15-13:00","8:15-13:00","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",595,373,"62.7%",466,"78.3%",545,342,"62.8%",427,"78.3%",21,NA,70,23,477,NA,NA,NA,28,316,319,NA,98,121,499,NA,NA,43
19644366012512,"early release","covina-valleyunified","grovecenterelementary","tues",NA,NA,NA,NA,1,"8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",595,373,"62.7%",466,"78.3%",545,342,"62.8%",427,"78.3%",21,NA,70,23,477,NA,NA,NA,28,316,319,NA,98,121,499,NA,NA,43
19644366012546,"regular","covina-valleyunified","manzanitaelementary","mon"," weds"," thurs"," fri",NA,4,"8:15-13:00","8:15-13:00","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",425,195,"45.9%",267,"62.8%",395,185,"46.8%",250,"63.3%",NA,NA,12,NA,394,NA,NA,NA,16,199,238,NA,75,58,274,NA,NA,15
19644366012546,"early release","covina-valleyunified","manzanitaelementary","tues",NA,NA,NA,NA,1,"8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",425,195,"45.9%",267,"62.8%",395,185,"46.8%",250,"63.3%",NA,NA,12,NA,394,NA,NA,NA,16,199,238,NA,75,58,274,NA,NA,15
19644366012553,"regular","covina-valleyunified","merwinelementary","mon"," weds"," thurs"," fri",NA,4,"8:15-13:00","8:15-13:00","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35",NA,"9:45-10:00","10:00-10:15","10:15-10:30","10:15-10:30","10:15-10:30","10:30-10:45","10:30-10:45",NA,"11:10-11:45","11:25-12:00","11:35-12:20","11:45-12:30","11:55-12:40","12:20-12:55","12:25-13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",462,315,"68.2%",389,"84.2%",428,300,"70.1%",367,"85.7%",NA,NA,28,NA,421,NA,NA,NA,12,242,242,NA,84,100,411,NA,17,32
19644366012553,"early release","covina-valleyunified","merwinelementary","tues",NA,NA,NA,NA,1,"8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10",NA,"9:45-10:00","10:00-10:15","10:15-10:30","10:15-10:30","10:15-10:30","10:30-10:45","10:30-10:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",462,315,"68.2%",389,"84.2%",428,300,"70.1%",367,"85.7%",NA,NA,28,NA,421,NA,NA,NA,12,242,242,NA,84,100,411,NA,17,32
19644366012561,"regular","covina-valleyunified","mesaelementary","mon"," weds"," thurs"," fri",NA,4,"8:15-13:00","8:15-13:00","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35",NA,"9:45-10:00","10:30-10:45","10:00-10:15","10:00-10:15","10:30-10:45","10:15-10:30","10:15-10:30",NA,"11:35-12:10","11:35-12:10","11:35-12:20","11:50-12:35","12:00-12:45","12:00-12:35","12:20-12:55",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",753,281,"37.3%",404,"53.7%",697,267,"38.3%",380,"54.5%",16,NA,253,16,419,NA,NA,19,58,414,381,NA,79,101,437,NA,NA,32
19644366012561,"early release","covina-valleyunified","mesaelementary","tues",NA,NA,NA,NA,1,"8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10",NA,"9:45-10:00","10:30-10:45","10:00-10:15","10:00-10:15","10:30-10:45","10:15-10:30","10:15-10:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",753,281,"37.3%",404,"53.7%",697,267,"38.3%",380,"54.5%",16,NA,253,16,419,NA,NA,19,58,414,381,NA,79,101,437,NA,NA,32
19644366012645,"regular","covina-valleyunified","workmanavenueelementary","mon"," weds"," thurs"," fri",NA,4,"8:15-13:00","8:15-13:00","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35","8:15-14:35",NA,"10:00-10:15","10:00-10:15","9:45-10:00","9:45-10:00","9:45-10:00","10:15-10:30","10:15-10:30",NA,"11:15-11:50","11:15-11:50","11:25-12:10","11:40-12:25","11:55-12:40","12:10-12:45","12:10-12:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",455,319,"70.1%",393,"86.4%",433,311,"71.8%",379,"87.5%",17,NA,27,18,390,NA,NA,NA,17,249,231,NA,103,95,416,NA,NA,17
19644366012645,"early release","covina-valleyunified","workmanavenueelementary","tues",NA,NA,NA,NA,1,"8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10","8:15-12:10",NA,"10:00-10:15","10:00-10:15","9:45-10:00","9:45-10:00","9:45-10:00","10:15-10:30","10:15-10:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",455,319,"70.1%",393,"86.4%",433,311,"71.8%",379,"87.5%",17,NA,27,18,390,NA,NA,NA,17,249,231,NA,103,95,416,NA,NA,17
36676946035752,"regular","cucamongaelementary","cucamongaelementary","mon"," tues"," weds"," fri",NA,4,"8:10-14:50","8:10-14:50","8:10-14:50","8:10-14:50","8:10-14:50","8:10-14:50","8:10-14:50",NA,"10:15-10:30","10:15-10:30","9:45-10:00","10:30-10:45","10:45-11:00","10:00-10:15","9:30-9:45",NA,"12:20-13:00","12:20-13:00","11:00-11:40","11:40-12:20","12:40-13:20","11:20-12:00","12:00-12:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",452,313,"69.2%",372,"82.3%",417,294,"70.5%",351,"84.2%",70,NA,NA,NA,358,NA,NA,13,55,271,237,NA,67,127,420,NA,NA,32
36676946035752,"early release","cucamongaelementary","cucamongaelementary","thurs",NA,NA,NA,NA,1,"8:10-14:00","8:10-14:00","8:10-14:00","8:10-14:00","8:10-14:00","8:10-14:00","8:10-14:00",NA,"10:15-10:30","10:15-10:30","9:45-10:00","10:30-10:45","10:45-11:00","10:00-10:15","9:30-9:45",NA,"12:20-13:00","12:20-13:00","11:00-11:40","11:40-12:20","12:40-13:20","11:20-12:00","12:00-12:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",452,313,"69.2%",372,"82.3%",417,294,"70.5%",351,"84.2%",70,NA,NA,NA,358,NA,NA,13,55,271,237,NA,67,127,420,NA,NA,32
19644446012686,"regular","culvercityunified","elrinconelementary","mon"," tues"," thurs"," fri",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"14:30-15:15","10:00-10:30","13:40-14:00","13:40-14:00","10:00-10:15","10:20-10:35","10:20-10:35",NA,"11:00-12:00","11:30-12:15","11:45-12:30","12:00-12:45","12:15-13:00","12:30-13:15","12:45-13:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",565,127,"22.5%",186,"32.9%",537,120,"22.3%",178,"33.1%",112,NA,55,NA,151,15,NA,94,145,306,274,NA,50,99,212,NA,NA,NA
19644446012686,"early release","culvercityunified","elrinconelementary","weds",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"9:30-9:45","10:00-10:15","10:00-10:10","10:00-10:10","10:20-10:30","10:20-10:30","10:20-10:30",NA,"11:40-12:05","11:45-12:30","11:55-12:40","12:05-12:50","12:15-13:00","12:30-13:15","12:40-13:25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",565,127,"22.5%",186,"32.9%",537,120,"22.3%",178,"33.1%",112,NA,55,NA,151,15,NA,94,145,306,274,NA,50,99,212,NA,NA,NA
19644446012694,"regular","culvercityunified","farragutelementary","mon"," tues"," thurs"," fri",NA,4,"8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15",NA,NA,NA,"13:40-14:00","13:40-14:00","14:15-14:35","14:15-14:35","14:15-14:35",NA,"11:20-12:05","11:20-12:05","11:35-12:20","12:00-12:45","12:00-12:45","12:30-13:15","12:30-13:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",548,91,"16.6%",113,"20.6%",512,86,"16.8%",108,"21.1%",41,NA,92,NA,108,14,NA,88,208,299,262,NA,32,50,127,NA,NA,NA
19644446012694,"early release","culvercityunified","farragutelementary","weds",NA,NA,NA,NA,1,"8:45-13:45","8:45-13:45","8:45-13:45","8:45-13:45","8:45-13:45","8:45-13:45","8:45-13:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:20-12:05","11:20-12:05","11:35-12:20","12:00-12:45","12:00-12:45","12:30-13:15","12:30-13:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",548,91,"16.6%",113,"20.6%",512,86,"16.8%",108,"21.1%",41,NA,92,NA,108,14,NA,88,208,299,262,NA,32,50,127,NA,NA,NA
19644446012702,"regular","culvercityunified","laballonaelementary","mon"," tues"," thurs"," fri",NA,4,"8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15","8:45-15:15",NA,"9:45-10:05","10:05-10:25","13:30-13:50","14:00-14:20","14:00-14:20","14:40-15:00","14:40-15:00",NA,"10:40-11:25","11:00-11:45","11:05-11:50","11:30-12:15","11:50-12:35","12:15-13:00","12:40-13:25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",531,220,"41.4%",286,"53.9%",502,211,"42.0%",274,"54.6%",34,NA,29,NA,353,13,NA,31,83,290,258,NA,137,101,317,NA,NA,NA
19644446012702,"early release","culvercityunified","laballonaelementary","weds",NA,NA,NA,NA,1,"8:45-13:45","8:45-13:45","8:45-13:45","8:45-13:45","8:45-13:45","8:45-13:45","8:45-13:45",NA,"9:45-10:05","10:05-10:25","13:30-13:50","14:00-14:20","14:00-14:20","14:40-15:00","14:40-15:00",NA,"10:40-11:25","11:00-11:45","11:00-11:45","11:30-12:15","11:50-12:35","12:15-13:00","12:40-13:25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","5",531,220,"41.4%",286,"53.9%",502,211,"42.0%",274,"54.6%",34,NA,29,NA,353,13,NA,31,83,290,258,NA,137,101,317,NA,NA,NA
12627456007736,"regular","cuttenelementary","cuttenelementary","mon"," tues"," thurs"," fri",NA,4,NA,NA,NA,NA,"8:30-14:50","8:30-14:50","8:30-14:50","8:30-14:50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6",288,104,"36.1%",129,"44.8%",288,104,"36.1%",129,"44.8%",NA,NA,12,NA,46,NA,NA,52,172,146,147,NA,NA,66,141,NA,NA,13
12627456007736,"early release","cuttenelementary","cuttenelementary","weds",NA,NA,NA,NA,1,NA,NA,NA,NA,"8:30-13:40","8:30-13:40","8:30-13:40","8:30-13:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6",288,104,"36.1%",129,"44.8%",288,104,"36.1%",129,"44.8%",NA,NA,12,NA,46,NA,NA,52,172,146,147,NA,NA,66,141,NA,NA,13
12627456007744,"regular","cuttenelementary","ridgewoodelementary","mon"," tues"," thurs"," fri",NA,4,"8:15-13:00","8:15-14:00","8:15-14:00","8:15-14:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","2",260,125,"48.1%",134,"51.5%",227,109,"48.0%",117,"51.5%",NA,NA,13,NA,48,NA,NA,37,164,121,153,NA,15,53,150,NA,NA,20
12627456007744,"early release","cuttenelementary","ridgewoodelementary","weds",NA,NA,NA,NA,1,"8:15-13:00","8:15-13:05","8:15-13:05","8:15-13:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","2",260,125,"48.1%",134,"51.5%",227,109,"48.0%",117,"51.5%",NA,NA,13,NA,48,NA,NA,37,164,121,153,NA,15,53,150,NA,NA,20
30664806027767,"regular","cypresselementary","a.e.arnoldelementary","mon"," tues"," weds"," fri",NA,4,"8:10-14:40","8:10-14:40","8:10-14:45","8:10-14:45","8:10-14:45","8:10-14:45","8:10-14:45","8:10-14:45","9:40-10:00","9:15-9:35","10:00-10:20","10:00-10:20","10:00-10:20","10:25-10:40","10:25-10:40","10:25-10:40","10:50-11:35","10:50-11:35","11:25-12:10","11:25-12:10","11:50-12:35","11:50-12:35","12:15-13:00","12:15-13:00","13:15-13:30","13:15-13:30","13:15-13:30","13:15-13:30","13:15-13:30",NA,NA,NA,"K","6",560,225,"40.2%",297,"53.0%",516,209,"40.5%",275,"53.3%",23,NA,153,22,223,NA,NA,40,126,280,311,NA,90,133,314,NA,NA,28
30664806027767,"early release","cypresselementary","a.e.arnoldelementary","thurs",NA,NA,NA,NA,1,"8:10-13:10","8:10-13:10","8:10-13:15","8:10-13:15","8:10-13:15","8:10-13:15","8:10-13:15","8:10-13:15","9:40-10:00","9:15-9:35","10:00-10:20","10:00-10:20","10:00-10:20","10:25-10:40","10:25-10:40","10:25-10:40","10:50-11:35","10:50-11:35","11:25-12:10","11:25-12:10","11:50-12:35","11:50-12:35","12:15-13:00","12:15-13:00",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",560,225,"40.2%",297,"53.0%",516,209,"40.5%",275,"53.3%",23,NA,153,22,223,NA,NA,40,126,280,311,NA,90,133,314,NA,NA,28
